ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,audioLiveLatency,audioPlaybackRate
1723515953,3843,5,8,8,8,6.679,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,6.679,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,6.679,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515954,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,5.617,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,4.554,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,4.554,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,4.554,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
1723515955,3843,5,8,8,8,4.554,0,0,0.11 | 0.11 | 0.11,0,0.31 | 0.35 | 0.40,0,10.05 | 11.27 | 12.82,5.709,0.000,0,1,0,0,0,0,-1,0,0,0,,0,,0,,0,0,0,1
